order_id,delivery_days,on_time
ORD0006386,4.21,True
ORD0006387,2.21,True
ORD0006388,4.45,True
ORD0006389,3.64,True
ORD0006390,1.8,True
ORD0006391,3.23,True
ORD0006392,4.1,True
ORD0006393,5.69,True
ORD0006394,4.45,True
ORD0006395,4.49,True
ORD0006396,5.53,True
ORD0006397,5.38,True
ORD0006398,3.95,True
ORD0006399,2.47,False
ORD0006400,2.92,True
ORD0006401,4.42,True
ORD0006402,3.35,False
ORD0006403,2.14,True
ORD0006404,1.44,True
ORD0006405,3.83,True
ORD0006406,4.27,True
ORD0006407,3.57,True
ORD0006408,5.28,True
ORD0006409,3.67,True
ORD0006410,3.47,True
ORD0006411,4.36,True
ORD0006412,4.81,True
ORD0006413,2.94,True
ORD0006414,4.89,True
ORD0006415,3.26,True
ORD0006416,4.12,True
ORD0006417,3.51,True
ORD0006418,2.43,True
ORD0006419,3.83,True
ORD0006420,2.23,True
ORD0006421,5.33,True
ORD0006422,2.26,True
ORD0006423,1.48,False
ORD0006424,2.65,True
ORD0006425,2.5,True
ORD0006426,5.8,False
ORD0006427,4.76,True
ORD0006428,2.4,True
ORD0006429,1.15,True
ORD0006430,5.74,False
ORD0006431,0.8,True
ORD0006432,4.73,True
ORD0006433,4.1,True
ORD0006434,4.56,True
ORD0006435,5.06,True
ORD0006436,5.66,True
ORD0006437,2.64,True
ORD0006438,3.81,True
ORD0006439,5.21,True
ORD0006440,1.7,True
ORD0006441,5.19,False
ORD0006442,4.89,False
ORD0006443,3.89,True
ORD0006444,5.39,True
ORD0006445,3.84,True
ORD0006446,4.16,True
ORD0006447,3.89,True
ORD0006448,6.75,True
ORD0006449,1.22,True
ORD0006450,4.59,True
ORD0006451,2.96,False
ORD0006452,3.35,True
ORD0006453,4.34,True
ORD0006454,4.11,True
ORD0006455,2.93,True
ORD0006456,4.55,True
ORD0006457,1.8,True
ORD0006458,4.06,True
ORD0006459,5.56,True
ORD0006460,5.23,True
ORD0006461,2.13,True
ORD0006462,3.02,True
ORD0006463,1.9,True
ORD0006464,1.5,True
ORD0006465,4.64,True
ORD0006466,1.83,True
ORD0006467,4.93,True
ORD0006468,1.67,True
ORD0006469,5.61,True
ORD0006470,5.41,True
ORD0006471,4.3,True
ORD0006472,1.06,False
ORD0006473,4.41,False
ORD0006474,3.69,True
ORD0006475,1.36,True
ORD0006476,5.5,True
ORD0006477,3.33,True
ORD0006478,2.99,True
ORD0006479,2.03,True
ORD0006480,5.08,True
ORD0006481,2.92,True
ORD0006482,2.03,True
ORD0006483,5.51,True
ORD0006484,5.39,True
ORD0006485,4.3,True
ORD0006486,4.03,True
ORD0006487,5.43,True
ORD0006488,2.16,False
ORD0006489,3.57,True
ORD0006490,2.56,True
ORD0006491,2.2,True
ORD0006492,3.85,True
ORD0006493,3.19,True
ORD0006494,3.88,True
ORD0006495,4.72,True
ORD0006496,2.59,True
ORD0006497,6.12,True
ORD0006498,4.55,True
ORD0006499,4.66,False
ORD0006500,2.84,True
ORD0006501,5.19,True
ORD0006502,1.39,True
ORD0006503,3.68,True
ORD0006504,3.08,True
ORD0006505,1.36,True
ORD0006506,5.82,True
ORD0006507,4.0,True
ORD0006508,5.66,False
ORD0006509,3.99,True
ORD0006510,4.11,True
ORD0006511,2.32,True
ORD0006512,3.88,True
ORD0006513,3.03,True
ORD0006514,3.97,True
ORD0006515,1.68,False
ORD0006516,1.18,True
ORD0006517,3.72,True
ORD0006518,5.7,True
ORD0006519,1.86,True
ORD0006520,5.58,True
ORD0006521,5.38,True
ORD0006522,5.04,True
ORD0006523,5.1,True
ORD0006524,4.36,True
ORD0006525,2.1,True
ORD0006526,5.31,False
ORD0006527,6.55,True
ORD0006528,4.7,True
ORD0006529,3.05,True
ORD0006530,3.57,True
ORD0006531,6.07,True
ORD0006532,4.7,True
ORD0006533,3.34,True
ORD0006534,4.29,True
ORD0006535,5.09,True
ORD0006536,1.53,False
ORD0006537,4.66,True
ORD0006538,4.13,False
ORD0006539,2.69,True
ORD0006540,4.21,True
ORD0006541,3.69,True
ORD0006542,4.96,True
ORD0006543,3.26,True
ORD0006544,4.82,True
ORD0006545,3.78,True
ORD0006546,4.44,True
ORD0006547,4.93,True
ORD0006548,4.54,True
ORD0006549,4.15,True
ORD0006550,3.53,False
ORD0006551,2.78,True
ORD0006552,4.07,True
ORD0006553,4.33,True
ORD0006554,1.21,False
ORD0006555,4.02,True
ORD0006556,2.15,True
ORD0006557,3.43,True
ORD0006558,1.53,True
ORD0006559,1.45,True
ORD0006560,4.85,True
ORD0006561,2.41,True
ORD0006562,3.22,True
ORD0006563,4.32,True
ORD0006564,2.02,True
ORD0006565,4.23,False
ORD0006566,2.39,True
ORD0006567,3.75,False
ORD0006568,5.69,True
ORD0006569,4.12,True
ORD0006570,5.22,True
ORD0006571,2.94,False
ORD0006572,1.86,True
ORD0006573,4.93,True
ORD0006574,2.29,True
ORD0006575,2.76,True
ORD0006576,5.13,True
ORD0006577,3.28,False
ORD0006578,4.2,True
ORD0006579,4.84,True
ORD0006580,2.02,True
ORD0006581,2.76,True
ORD0006582,4.28,False
ORD0006583,5.27,True
ORD0006584,4.91,True
ORD0006585,3.57,False
ORD0006586,4.03,True
ORD0006587,2.59,True
ORD0006588,4.94,True
ORD0006589,1.94,True
ORD0006590,1.85,True
ORD0006591,4.83,True
ORD0006592,5.32,True
ORD0006593,6.05,True
ORD0006594,6.1,True
ORD0006595,2.6,True
ORD0006596,4.83,True
ORD0006597,3.39,True
ORD0006598,4.89,True
ORD0006599,3.95,False
ORD0006600,5.62,True
ORD0006601,3.69,True
ORD0006602,5.28,True
ORD0006603,5.12,True
ORD0006604,5.93,True
ORD0006605,3.84,False
ORD0006606,4.06,True
ORD0006607,5.91,True
ORD0006608,2.28,True
ORD0006609,1.51,False
ORD0006610,5.15,True
ORD0006611,2.63,True
ORD0006612,5.92,True
ORD0006613,4.17,True
ORD0006614,2.44,True
ORD0006615,3.93,True
ORD0006616,4.3,True
ORD0006617,2.17,True
ORD0006618,5.06,True
ORD0006619,6.23,True
ORD0006620,5.22,True
ORD0006621,2.92,True
ORD0006622,3.48,True
ORD0006623,5.29,True
ORD0006624,2.92,True
ORD0006625,5.16,True
ORD0006626,0.8,True
ORD0006627,5.2,True
ORD0006628,5.08,True
ORD0006629,2.45,True
ORD0006630,5.39,True
ORD0006631,5.38,True
ORD0006632,5.27,True
ORD0006633,2.9,True
ORD0006634,3.92,True
ORD0006635,2.46,True
ORD0006636,4.32,True
ORD0006637,2.58,True
ORD0006638,2.91,True
ORD0006639,4.06,True
ORD0006640,5.31,True
ORD0006641,1.29,True
ORD0006642,1.48,True
ORD0006643,2.45,True
ORD0006644,2.93,True
ORD0006645,5.31,True
ORD0006646,5.34,True
ORD0006647,5.29,True
ORD0006648,4.69,True
ORD0006649,4.33,True
ORD0006650,1.51,True
ORD0006651,4.39,True
ORD0006652,3.21,True
ORD0006653,4.42,True
ORD0006654,3.5,True
ORD0006655,4.87,True
ORD0006656,4.91,True
ORD0006657,2.51,True
ORD0006658,3.34,True
ORD0006659,2.46,True
ORD0006660,1.32,True
ORD0006661,3.59,True
ORD0006662,4.77,True
ORD0006663,4.4,True
ORD0006664,2.03,False
ORD0006665,4.41,True
ORD0006666,2.55,True
ORD0006667,1.34,True
ORD0006668,5.23,True
ORD0006669,5.17,True
ORD0006670,3.52,True
ORD0006671,2.31,True
ORD0006672,4.53,True
ORD0006673,4.55,True
ORD0006674,4.02,True
ORD0006675,0.7,True
ORD0006676,4.0,True
ORD0006677,0.85,True
ORD0006678,2.07,True
ORD0006679,5.17,True
ORD0006680,2.09,True
ORD0006681,4.58,True
ORD0006682,3.97,True
ORD0006683,1.48,True
ORD0006684,5.33,True
ORD0006685,2.1,True
ORD0006686,4.03,True
ORD0006687,4.0,True
ORD0006688,3.79,True
ORD0006689,2.08,True
ORD0006690,1.68,True
ORD0006691,3.44,True
ORD0006692,5.18,True
ORD0006693,4.22,True
ORD0006694,5.08,True
ORD0006695,1.7,True
ORD0006696,3.66,True
ORD0006697,5.96,True
ORD0006698,1.85,True
ORD0006699,3.29,True
ORD0006700,4.37,True
ORD0006701,3.94,True
ORD0006702,1.85,True
ORD0006703,5.47,True
ORD0006704,4.96,True
ORD0006705,4.59,True
ORD0006706,3.61,True
ORD0006707,3.19,True
ORD0006708,3.75,True
ORD0006709,4.28,True
ORD0006710,1.33,False
ORD0006711,5.7,True
ORD0006712,3.03,True
ORD0006713,1.61,True
ORD0006714,4.77,True
ORD0006715,5.09,True
ORD0006716,4.82,True
ORD0006717,2.64,True
ORD0006718,5.64,True
ORD0006719,1.61,True
ORD0006720,1.58,True
ORD0006721,2.44,True
ORD0006722,1.85,True
ORD0006723,2.5,True
ORD0006724,2.48,True
ORD0006725,4.89,True
ORD0006726,4.06,True
ORD0006727,5.25,True
ORD0006728,4.36,True
ORD0006729,4.2,True
ORD0006730,2.77,True
ORD0006731,2.59,True
ORD0006732,5.37,True
ORD0006733,3.21,True
ORD0006734,2.44,True
ORD0006735,3.54,True
ORD0006736,5.56,False
ORD0006737,5.08,True
ORD0006738,3.69,True
ORD0006739,4.51,False
ORD0006740,5.79,True
ORD0006741,5.04,True
ORD0006742,2.48,True
ORD0006743,4.82,True
ORD0006744,2.79,True
ORD0006745,2.87,False
ORD0006746,3.39,True
ORD0006747,1.37,True
ORD0006748,4.71,True
ORD0006749,3.45,True
ORD0006750,2.34,True
ORD0006751,3.54,True
ORD0006752,4.06,True
ORD0006753,1.74,True
ORD0006754,4.58,False
ORD0006755,4.48,True
ORD0006756,4.12,True
ORD0006757,6.06,True
ORD0006758,3.54,True
ORD0006759,4.9,True
ORD0006760,1.68,True
ORD0006761,4.52,True
ORD0006762,3.95,True
ORD0006763,3.82,True
ORD0006764,4.06,True
ORD0006765,4.97,True
ORD0006766,2.05,True
ORD0006767,3.23,True
ORD0006768,2.28,True
ORD0006769,5.36,True
ORD0006770,5.66,True
ORD0006771,3.68,False
ORD0006772,3.54,True
ORD0006773,5.2,True
ORD0006774,5.43,True
ORD0006775,3.65,True
ORD0006776,1.81,True
ORD0006777,5.15,True
ORD0006778,5.12,True
ORD0006779,4.21,True
ORD0006780,1.59,False
ORD0006781,1.65,True
ORD0006782,4.08,True
ORD0006783,4.1,False
ORD0006784,6.14,True
ORD0006785,2.08,True
ORD0006786,4.8,True
ORD0006787,3.18,True
ORD0006788,4.54,True
ORD0006789,2.24,False
ORD0006790,5.16,True
ORD0006791,2.42,True
ORD0006792,2.05,True
ORD0006793,5.36,True
ORD0006794,4.47,False
ORD0006795,4.46,True
ORD0006796,3.55,True
ORD0006797,5.98,True
ORD0006798,2.19,True
ORD0006799,2.19,True
ORD0006800,3.41,True
ORD0006801,2.45,True
ORD0006802,2.46,True
ORD0006803,4.8,True
ORD0006804,4.41,True
ORD0006805,0.89,True
ORD0006806,5.59,True
ORD0006807,4.31,True
ORD0006808,3.8,True
ORD0006809,3.89,True
ORD0006810,4.92,True
ORD0006811,3.77,True
ORD0006812,4.32,True
ORD0006813,2.24,True
ORD0006814,4.02,True
ORD0006815,2.08,True
ORD0006816,3.12,True
ORD0006817,2.51,True
ORD0006818,4.49,True
ORD0006819,2.37,True
ORD0006820,2.77,True
ORD0006821,3.96,True
ORD0006822,4.67,True
ORD0006823,2.03,True
ORD0006824,2.07,True
ORD0006825,5.91,True
ORD0006826,5.97,False
ORD0006827,5.58,True
ORD0006828,2.86,True
ORD0006829,5.74,True
ORD0006830,1.75,True
ORD0006831,4.2,True
ORD0006832,4.6,True
ORD0006833,1.68,True
ORD0006834,2.75,True
ORD0006835,4.55,True
ORD0006836,5.34,True
ORD0006837,3.67,True
ORD0006838,4.29,True
ORD0006839,1.34,True
ORD0006840,5.73,True
ORD0006841,4.42,True
ORD0006842,1.78,True
ORD0006843,5.28,True
ORD0006844,1.86,True
ORD0006845,3.58,True
ORD0006846,2.74,False
ORD0006847,3.54,True
ORD0006848,6.14,True
ORD0006849,1.17,True
ORD0006850,4.69,True
ORD0006851,5.14,True
ORD0006852,1.53,True
ORD0006853,5.34,True
ORD0006854,5.24,True
ORD0006855,4.09,True
ORD0006856,3.64,True
ORD0006857,2.55,True
ORD0006858,2.58,True
ORD0006859,1.91,True
ORD0006860,5.59,True
ORD0006861,1.89,True
ORD0006862,3.74,True
ORD0006863,2.23,True
ORD0006864,4.73,True
ORD0006865,4.14,True
ORD0006866,4.65,True
ORD0006867,2.6,True
ORD0006868,6.24,True
ORD0006869,4.43,True
ORD0006870,3.56,True
ORD0006871,3.72,True
ORD0006872,6.04,True
ORD0006873,1.78,True
ORD0006874,1.65,False
ORD0006875,5.67,False
ORD0006876,2.0,True
ORD0006877,5.65,True
ORD0006878,2.41,True
ORD0006879,5.86,True
ORD0006880,5.95,True
ORD0006881,1.53,True
ORD0006882,5.08,True
ORD0006883,5.27,True
ORD0006884,1.08,True
ORD0006885,3.5,True
ORD0006886,5.05,True
ORD0006887,5.54,True
ORD0006888,2.35,False
ORD0006889,5.13,True
ORD0006890,4.6,True
ORD0006891,4.69,True
ORD0006892,2.57,True
ORD0006893,3.14,True
ORD0006894,1.78,True
ORD0006895,2.08,True
ORD0006896,3.99,True
ORD0006897,4.73,True
ORD0006898,1.72,True
ORD0006899,4.42,True
ORD0006900,3.29,True
ORD0006901,5.74,True
ORD0006902,2.67,True
ORD0006903,2.58,True
ORD0006904,1.5,True
ORD0006905,5.75,True
ORD0006906,2.81,True
ORD0006907,1.5,True
ORD0006908,1.39,True
ORD0006909,4.7,True
ORD0006910,1.14,True
ORD0006911,4.31,True
ORD0006912,3.95,True
ORD0006913,1.12,True
ORD0006914,4.83,True
ORD0006915,2.48,True
ORD0006916,1.98,True
ORD0006917,3.07,True
ORD0006918,1.57,True
ORD0006919,4.61,True
ORD0006920,2.67,True
ORD0006921,2.36,False
ORD0006922,5.12,True
ORD0006923,4.8,True
ORD0006924,3.52,False
ORD0006925,5.86,False
ORD0006926,5.38,True
ORD0006927,4.45,False
ORD0006928,1.46,False
ORD0006929,4.96,True
ORD0006930,4.4,True
ORD0006931,4.08,True
ORD0006932,2.21,True
ORD0006933,4.18,False
ORD0006934,6.07,True
ORD0006935,3.43,True
ORD0006936,3.56,False
ORD0006937,5.88,True
ORD0006938,2.5,True
ORD0006939,3.45,True
ORD0006940,2.82,True
ORD0006941,5.8,True
ORD0006942,4.82,True
ORD0006943,3.92,True
ORD0006944,4.51,True
ORD0006945,5.57,True
ORD0006946,4.49,True
ORD0006947,4.9,True
ORD0006948,4.81,True
ORD0006949,2.62,True
ORD0006950,3.38,True
ORD0006951,3.87,True
ORD0006952,5.83,True
ORD0006953,5.23,True
ORD0006954,1.52,True
ORD0006955,4.08,True
ORD0006956,4.08,True
ORD0006957,4.14,True
ORD0006958,4.71,True
ORD0006959,4.82,True
ORD0006960,3.85,True
ORD0006961,1.61,False
ORD0006962,2.79,True
ORD0006963,2.11,True
ORD0006964,3.34,True
ORD0006965,2.17,True
ORD0006966,4.85,True
ORD0006967,1.81,False
ORD0006968,5.4,True
ORD0006969,3.7,True
ORD0006970,4.63,True
ORD0006971,5.89,True
ORD0006972,4.96,True
ORD0006973,4.19,True
ORD0006974,5.23,True
ORD0006975,6.0,True
ORD0006976,4.22,True
ORD0006977,2.56,True
ORD0006978,3.1,False
ORD0006979,6.04,False
ORD0006980,2.11,True
ORD0006981,5.4,True
ORD0006982,4.61,True
ORD0006983,0.19,True
ORD0006984,5.28,True
ORD0006985,4.4,True
ORD0006986,5.53,True
ORD0006987,0.8,False
ORD0006988,4.9,False
ORD0006989,1.88,True
ORD0006990,5.52,True
ORD0006991,2.53,True
ORD0006992,4.35,False
ORD0006993,5.13,True
ORD0006994,3.86,True
ORD0006995,4.66,True
ORD0006996,5.0,False
ORD0006997,2.4,True
ORD0006998,2.44,True
ORD0006999,1.51,True
ORD0007000,3.69,False
ORD0007001,5.69,True
ORD0007002,5.48,True
ORD0007003,1.79,True
ORD0007004,2.59,True
ORD0007005,4.15,True
ORD0007006,4.16,True
ORD0007007,3.69,True
ORD0007008,4.49,True
ORD0007009,6.27,True
ORD0007010,4.22,False
ORD0007011,4.25,False
ORD0007012,3.27,True
ORD0007013,5.23,True
ORD0007014,2.91,True
ORD0007015,2.33,True
ORD0007016,5.08,True
ORD0007017,1.96,True
ORD0007018,6.14,True
ORD0007019,1.7,True
ORD0007020,3.3,True
ORD0007021,2.15,True
ORD0007022,4.14,True
ORD0007023,1.39,True
ORD0007024,3.57,False
ORD0007025,6.07,False
ORD0007026,2.23,True
ORD0007027,2.37,True
ORD0007028,2.43,True
ORD0007029,0.72,True
ORD0007030,1.67,True
ORD0007031,1.32,True
ORD0007032,1.68,True
ORD0007033,4.46,True
ORD0007034,3.52,True
ORD0007035,1.54,True
ORD0007036,4.02,True
ORD0007037,1.68,False
ORD0007038,4.64,True
ORD0007039,2.25,True
ORD0007040,2.89,True
ORD0007041,4.06,False
ORD0007042,2.61,True
ORD0007043,6.14,True
ORD0007044,4.26,True
ORD0007045,3.85,True
ORD0007046,5.52,True
ORD0007047,3.17,True
ORD0007048,5.27,True
ORD0007049,5.01,True
ORD0007050,5.28,True
ORD0007051,0.85,True
ORD0007052,2.27,True
ORD0007053,4.66,True
ORD0007054,3.9,True
ORD0007055,2.93,True
ORD0007056,1.69,True
ORD0007057,3.88,True
ORD0007058,5.04,True
ORD0007059,3.89,True
ORD0007060,3.59,False
ORD0007061,1.55,True
ORD0007062,6.01,True
ORD0007063,3.72,True
ORD0007064,4.8,True
ORD0007065,5.5,True
ORD0007066,5.19,True
ORD0007067,1.89,False
ORD0007068,4.41,False
ORD0007069,5.1,True
ORD0007070,2.85,False
ORD0007071,5.0,True
ORD0007072,2.47,True
ORD0007073,3.9,True
ORD0007074,3.32,True
ORD0007075,5.66,True
ORD0007076,2.2,True
ORD0007077,3.78,True
ORD0007078,3.71,True
ORD0007079,5.15,True
ORD0007080,5.61,True
ORD0007081,2.92,True
ORD0007082,2.05,True
ORD0007083,4.47,True
ORD0007084,4.59,True
ORD0007085,3.38,True
ORD0007086,6.53,True
ORD0007087,4.76,True
ORD0007088,5.17,True
ORD0007089,1.54,True
ORD0007090,1.14,True
ORD0007091,0.97,True
ORD0007092,4.1,True
ORD0007093,5.29,True
ORD0007094,5.1,False
ORD0007095,3.3,True
ORD0007096,2.26,True
ORD0007097,4.55,True
ORD0007098,4.56,True
ORD0007099,3.27,True
ORD0007100,4.29,True
ORD0007101,3.76,False
ORD0007102,5.9,True
ORD0007103,1.77,True
ORD0007104,2.29,True
ORD0007105,2.08,True
ORD0007106,4.86,True
ORD0007107,3.32,True
ORD0007108,5.1,True
ORD0007109,4.39,True
ORD0007110,2.57,True
ORD0007111,2.6,False
ORD0007112,4.64,True
ORD0007113,3.38,True
ORD0007114,4.41,True
ORD0007115,1.99,True
ORD0007116,2.89,True
ORD0007117,3.93,True
ORD0007118,2.24,True
ORD0007119,0.62,True
ORD0007120,4.92,False
ORD0007121,2.17,True
ORD0007122,3.85,True
ORD0007123,5.49,True
ORD0007124,1.87,False
ORD0007125,4.95,True
ORD0007126,1.65,True
ORD0007127,3.05,True
ORD0007128,2.43,True
ORD0007129,5.7,True
ORD0007130,3.46,False
ORD0007131,4.84,True
ORD0007132,6.31,False
ORD0007133,4.67,True
ORD0007134,5.24,True
ORD0007135,3.83,True
ORD0007136,2.0,True
ORD0007137,2.46,True
ORD0007138,5.71,True
ORD0007139,4.55,True
ORD0007140,3.79,True
ORD0007141,3.84,True
ORD0007142,4.0,True
ORD0007143,1.84,True
ORD0007144,4.97,True
ORD0007145,1.8,False
ORD0007146,2.09,True
ORD0007147,4.47,True
ORD0007148,5.0,True
ORD0007149,3.89,True
ORD0007150,3.25,True
ORD0007151,1.9,True
ORD0007152,4.06,True
ORD0007153,1.76,True
ORD0007154,1.63,True
ORD0007155,1.49,True
ORD0007156,3.03,True
ORD0007157,2.01,True
ORD0007158,4.12,True
ORD0007159,5.35,True
ORD0007160,1.05,True
ORD0007161,4.65,True
ORD0007162,2.25,True
ORD0007163,1.98,True
ORD0007164,2.02,True
ORD0007165,4.2,False
ORD0007166,3.87,True
ORD0007167,3.43,True
ORD0007168,4.15,False
ORD0007169,2.76,True
ORD0007170,5.37,True
ORD0007171,5.42,True
ORD0007172,5.21,True
ORD0007173,2.42,True
ORD0007174,2.5,True
ORD0007175,2.41,True
ORD0007176,5.51,True
ORD0007177,2.92,True
ORD0007178,2.83,True
ORD0007179,4.24,True
ORD0007180,2.43,False
ORD0007181,1.63,True
ORD0007182,1.82,True
ORD0007183,4.27,True
ORD0007184,5.75,True
ORD0007185,4.81,True
ORD0007186,2.65,True
ORD0007187,4.25,True
ORD0007188,1.84,False
ORD0007189,2.9,False
ORD0007190,6.11,True
ORD0007191,4.28,True
ORD0007192,4.25,True
ORD0007193,4.02,True
ORD0007194,1.68,True
ORD0007195,3.78,True
ORD0007196,5.26,False
ORD0007197,1.8,True
ORD0007198,4.68,True
ORD0007199,4.75,True
ORD0007200,2.53,True
ORD0007201,4.9,True
ORD0007202,3.86,True
ORD0007203,4.87,True
ORD0007204,5.77,True
ORD0007205,3.99,False
ORD0007206,5.52,True
ORD0007207,5.08,True
ORD0007208,2.62,True
ORD0007209,3.23,False
ORD0007210,2.92,True
ORD0007211,3.77,True
ORD0007212,4.16,False
ORD0007213,4.47,True
ORD0007214,5.21,True
ORD0007215,5.13,True
ORD0007216,4.11,False
ORD0007217,5.38,True
ORD0007218,1.9,True
ORD0007219,4.96,True
ORD0007220,4.88,False
ORD0007221,5.34,False
ORD0007222,1.23,True
ORD0007223,4.6,True
ORD0007224,5.58,True
ORD0007225,3.48,True
ORD0007226,5.62,True
ORD0007227,5.55,True
ORD0007228,2.73,True
ORD0007229,4.64,True
ORD0007230,5.46,True
ORD0007231,2.37,True
ORD0007232,1.78,True
ORD0007233,3.44,True
ORD0007234,1.83,True
ORD0007235,4.93,True
ORD0007236,0.98,False
ORD0007237,4.71,True
ORD0007238,4.49,True
ORD0007239,1.87,True
ORD0007240,2.21,False
ORD0007241,1.72,False
ORD0007242,1.76,True
ORD0007243,4.8,True
ORD0007244,4.92,False
ORD0007245,5.86,False
ORD0007246,4.94,True
ORD0007247,5.72,True
ORD0007248,1.95,True
ORD0007249,2.95,True
ORD0007250,5.21,True
ORD0007251,3.44,True
ORD0007252,4.18,True
ORD0007253,2.17,True
ORD0007254,3.04,True
ORD0007255,1.41,True
ORD0007256,2.7,True
ORD0007257,1.97,True
ORD0007258,4.36,True
ORD0007259,0.87,True
ORD0007260,4.39,True
ORD0007261,5.52,True
ORD0007262,2.39,True
ORD0007263,4.82,True
ORD0007264,4.51,True
ORD0007265,2.63,True
ORD0007266,5.66,True
ORD0007267,1.49,True
ORD0007268,1.84,False
ORD0007269,5.67,True
ORD0007270,5.2,True
ORD0007271,1.21,True
ORD0007272,5.42,True
ORD0007273,4.63,True
ORD0007274,5.38,True
ORD0007275,1.44,True
ORD0007276,2.91,True
ORD0007277,3.78,False
ORD0007278,2.44,True
ORD0007279,4.71,True
ORD0007280,4.17,True
ORD0007281,1.75,True
ORD0007282,4.62,False
ORD0007283,4.93,True
ORD0007284,2.37,True
ORD0007285,4.63,True
ORD0007286,2.35,True
ORD0007287,3.53,True
ORD0007288,2.0,True
ORD0007289,4.88,True
ORD0007290,3.15,True
ORD0007291,2.09,True
ORD0007292,4.12,True
ORD0007293,4.67,True
ORD0007294,2.08,True
ORD0007295,4.42,True
ORD0007296,5.31,True
ORD0007297,1.99,True
ORD0007298,4.93,True
ORD0007299,5.69,True
ORD0007300,1.43,True
ORD0007301,4.68,True
ORD0007302,4.08,True
ORD0007303,6.11,True
ORD0007304,4.42,True
ORD0007305,1.55,True
ORD0007306,4.32,False
ORD0007307,2.37,True
ORD0007308,5.71,True
ORD0007309,4.87,True
ORD0007310,2.77,True
ORD0007311,2.1,True
ORD0007312,5.09,True
ORD0007313,3.11,True
ORD0007314,4.48,True
ORD0007315,2.36,False
ORD0007316,2.63,True
ORD0007317,4.07,True
ORD0007318,4.23,True
ORD0007319,1.72,True
ORD0007320,3.77,False
ORD0007321,2.68,True
ORD0007322,1.88,False
ORD0007323,4.49,True
ORD0007324,5.65,True
ORD0007325,1.88,True
ORD0007326,1.12,True
ORD0007327,4.48,True
ORD0007328,4.96,True
ORD0007329,4.6,True
ORD0007330,4.0,True
ORD0007331,3.55,True
ORD0007332,2.41,True
ORD0007333,5.13,True
ORD0007334,3.23,True
ORD0007335,5.68,True
ORD0007336,4.07,True
ORD0007337,2.35,True
ORD0007338,2.27,True
ORD0007339,5.72,True
ORD0007340,5.35,False
ORD0007341,5.15,True
ORD0007342,4.57,True
ORD0007343,2.75,True
ORD0007344,4.07,True
ORD0007345,4.47,True
ORD0007346,4.98,True
ORD0007347,4.32,True
ORD0007348,4.21,True
ORD0007349,0.8,True
ORD0007350,1.74,True
ORD0007351,1.84,True
ORD0007352,4.88,True
ORD0007353,2.39,True
ORD0007354,5.37,True
ORD0007355,4.72,True
ORD0007356,5.58,True
ORD0007357,3.72,True
ORD0007358,4.96,True
ORD0007359,4.33,True
ORD0007360,2.11,True
ORD0007361,5.17,True
ORD0007362,2.58,False
ORD0007363,2.08,True
ORD0007364,2.4,True
ORD0007365,5.81,True
ORD0007366,4.56,True
ORD0007367,5.07,False
ORD0007368,1.85,True
ORD0007369,4.83,True
ORD0007370,2.24,True
ORD0007371,1.63,True
ORD0007372,3.66,True
ORD0007373,5.17,True
ORD0007374,3.51,True
ORD0007375,4.78,True
ORD0007376,4.58,True
ORD0007377,3.91,True
ORD0007378,2.34,True
ORD0007379,1.48,True
ORD0007380,2.45,True
ORD0007381,1.85,True
ORD0007382,4.32,True
ORD0007383,1.8,True
ORD0007384,2.95,True
ORD0007385,5.51,True
ORD0007386,3.19,False
ORD0007387,5.72,True
ORD0007388,2.95,True
ORD0007389,6.75,True
ORD0007390,2.25,True
ORD0007391,5.75,True
ORD0007392,4.7,True
ORD0007393,4.24,True
ORD0007394,5.09,True
ORD0007395,5.26,True
ORD0007396,2.12,True
ORD0007397,3.15,True
ORD0007398,2.74,True
ORD0007399,5.23,True
ORD0007400,1.38,True
ORD0007401,2.45,True
ORD0007402,2.08,True
ORD0007403,5.1,True
ORD0007404,3.55,True
ORD0007405,3.76,True
ORD0007406,5.79,True
ORD0007407,2.68,True
ORD0007408,1.91,False
ORD0007409,5.35,True
ORD0007410,4.67,True
ORD0007411,2.07,True
ORD0007412,4.71,False
ORD0007413,4.97,True
ORD0007414,5.73,True
ORD0007415,5.51,True
ORD0007416,4.07,True
ORD0007417,5.66,True
ORD0007418,4.95,True
ORD0007419,4.34,True
ORD0007420,3.18,True
ORD0007421,2.66,True
ORD0007422,2.48,False
ORD0007423,5.94,True
ORD0007424,3.06,False
ORD0007425,3.31,True
ORD0007426,1.57,True
ORD0007427,1.26,True
ORD0007428,3.9,True
ORD0007429,5.02,True
ORD0007430,2.04,True
ORD0007431,2.98,True
ORD0007432,5.34,True
ORD0007433,4.29,True
ORD0007434,3.58,True
ORD0007435,6.09,True
ORD0007436,6.03,True
ORD0007437,1.92,True
ORD0007438,5.92,True
ORD0007439,1.21,True
ORD0007440,2.57,True
ORD0007441,4.38,False
ORD0007442,1.71,True
ORD0007443,5.6,True
ORD0007444,3.71,True
ORD0007445,5.0,True
ORD0007446,2.83,True
ORD0007447,4.87,True
ORD0007448,4.74,True
ORD0007449,4.13,True
ORD0007450,3.8,True
ORD0007451,5.41,True
ORD0007452,4.25,True
ORD0007453,2.52,True
ORD0007454,2.28,True
ORD0007455,4.28,True
ORD0007456,2.98,True
ORD0007457,4.8,True
ORD0007458,1.98,True
ORD0007459,3.03,True
ORD0007460,2.77,True
