order_id,method,amount
ORD0008528,Wallet,2558.59
ORD0008529,UPI,712.38
ORD0008530,UPI,1330.06
ORD0008531,UPI,977.27
ORD0008532,Net Banking,1835.1799999999998
ORD0008533,Cash on Delivery,635.17
ORD0008534,Card,2225.52
ORD0008535,UPI,481.1
ORD0008536,UPI,1233.6
ORD0008537,Wallet,3954.98
ORD0008538,UPI,496.68
ORD0008539,Cash on Delivery,2648.8599999999997
ORD0008540,Card,574.04
ORD0008541,Cash on Delivery,987.79
ORD0008542,Cash on Delivery,843.72
ORD0008543,Card,1833.59
ORD0008544,Cash on Delivery,446.95
ORD0008545,UPI,3629.31
ORD0008546,Wallet,220.87
ORD0008547,Cash on Delivery,3417.45
ORD0008548,UPI,884.24
ORD0008549,UPI,948.38
ORD0008550,Net Banking,1321.08
ORD0008551,UPI,2437.96
ORD0008552,UPI,648.98
ORD0008553,UPI,1493.46
ORD0008554,UPI,5335.5199999999995
ORD0008555,UPI,220.87
ORD0008556,Net Banking,2604.19
ORD0008557,Wallet,1738.34
ORD0008558,UPI,2448.61
ORD0008559,Wallet,1568.34
ORD0008560,Cash on Delivery,3366.02
ORD0008561,UPI,969.54
ORD0008562,UPI,707.99
ORD0008563,Net Banking,589.86
ORD0008564,Cash on Delivery,3445.42
ORD0008565,UPI,1818.2
ORD0008566,Card,4974.01
ORD0008567,UPI,1258.95
ORD0008568,Cash on Delivery,1292.0600000000002
ORD0008569,Cash on Delivery,296.85
ORD0008570,UPI,363.87
ORD0008571,UPI,1395.2
ORD0008572,Cash on Delivery,1115.97
ORD0008573,Net Banking,1463.9299999999998
ORD0008574,UPI,1894.06
ORD0008575,Card,2507.34
ORD0008576,Card,862.9
ORD0008577,UPI,1924.1799999999998
ORD0008578,UPI,1024.45
ORD0008579,Card,1041.65
ORD0008580,Cash on Delivery,1575.2
ORD0008581,UPI,1758.64
ORD0008582,Wallet,4166.57
ORD0008583,UPI,2947.77
ORD0008584,UPI,276.9
ORD0008585,Card,595.08
ORD0008586,UPI,1539.29
ORD0008587,Cash on Delivery,1048.96
ORD0008588,Net Banking,195.74
ORD0008589,UPI,3029.14
ORD0008590,UPI,5567.58
ORD0008591,Card,2879.6499999999996
ORD0008592,Net Banking,2084.37
ORD0008593,Cash on Delivery,2348.03
ORD0008594,UPI,3320.2
ORD0008595,Wallet,1831.51
ORD0008596,Card,1087.12
ORD0008597,UPI,1519.42
ORD0008598,Wallet,2402.01
ORD0008599,UPI,1227.19
ORD0008600,Cash on Delivery,602.51
ORD0008601,UPI,1243.15
ORD0008602,UPI,166.82
ORD0008603,Card,570.78
ORD0008604,Card,2949.75
ORD0008605,Wallet,2897.8199999999997
ORD0008606,UPI,1973.6200000000001
ORD0008607,UPI,1125.2
ORD0008608,UPI,439.29
ORD0008609,UPI,1333.7800000000002
ORD0008610,Card,958.05
ORD0008611,UPI,2431.9700000000003
ORD0008612,Cash on Delivery,858.49
ORD0008613,Cash on Delivery,915.57
ORD0008614,Cash on Delivery,762.33
ORD0008615,Cash on Delivery,688.94
ORD0008616,Wallet,640.23
ORD0008617,UPI,277.08
ORD0008618,UPI,273.76
ORD0008619,UPI,529.2
ORD0008620,Net Banking,3361.95
ORD0008621,Cash on Delivery,273.33
ORD0008622,UPI,1600.87
ORD0008623,UPI,923.48
ORD0008624,UPI,458.69
ORD0008625,UPI,1693.53
ORD0008626,UPI,1226.62
ORD0008627,UPI,1404.81
ORD0008628,Cash on Delivery,810.4
ORD0008629,Cash on Delivery,546.66
ORD0008630,Cash on Delivery,1989.12
ORD0008631,UPI,1967.1
ORD0008632,Wallet,741.12
ORD0008633,Cash on Delivery,715.95
ORD0008634,Card,506.54
ORD0008635,Cash on Delivery,2924.0699999999997
ORD0008636,UPI,732.33
ORD0008637,UPI,324.67
ORD0008638,UPI,1083.38
ORD0008639,Wallet,1283.09
ORD0008640,UPI,2090.52
ORD0008641,Cash on Delivery,2371.06
ORD0008642,Wallet,1876.03
ORD0008643,UPI,1244.96
ORD0008644,UPI,174.02
ORD0008645,Net Banking,705.67
ORD0008646,UPI,2246.8
ORD0008647,Cash on Delivery,705.48
ORD0008648,UPI,85.63
ORD0008649,Cash on Delivery,391.18
ORD0008650,UPI,2576.61
ORD0008651,UPI,1309.8
ORD0008652,Cash on Delivery,570.23
ORD0008653,Card,240.72
ORD0008654,UPI,255.36
ORD0008655,UPI,1167.58
ORD0008656,UPI,2927.64
ORD0008657,UPI,819.86
ORD0008658,UPI,772.6
ORD0008659,UPI,1089.36
ORD0008660,UPI,1645.3
ORD0008661,Card,1934.6100000000001
ORD0008662,Card,929.6999999999999
ORD0008663,UPI,4550.8099999999995
ORD0008664,Cash on Delivery,2727.0099999999998
ORD0008665,UPI,514.28
ORD0008666,Cash on Delivery,1538.58
ORD0008667,Cash on Delivery,2454.34
ORD0008668,UPI,716.18
ORD0008669,UPI,1158.15
ORD0008670,Cash on Delivery,1713.73
ORD0008671,UPI,3259.6800000000003
ORD0008672,UPI,265.25
ORD0008673,UPI,3352.73
ORD0008674,UPI,1894.18
ORD0008675,UPI,403.02
ORD0008676,Wallet,1287.9
ORD0008677,UPI,2189.44
ORD0008678,Cash on Delivery,439.46
ORD0008679,UPI,736.35
ORD0008680,Cash on Delivery,1341.62
ORD0008681,Net Banking,133.96
ORD0008682,UPI,879.75
ORD0008683,UPI,403.02
ORD0008684,Cash on Delivery,1507.52
ORD0008685,Cash on Delivery,1265.94
ORD0008686,UPI,460.9
ORD0008687,Net Banking,7127.610000000001
ORD0008688,Cash on Delivery,554.88
ORD0008689,Card,1544.7399999999998
ORD0008690,Cash on Delivery,913.43
ORD0008691,UPI,414.49
ORD0008692,Net Banking,1059.3
ORD0008693,Cash on Delivery,2549.85
ORD0008694,Cash on Delivery,4384.0
ORD0008695,Card,1139.62
ORD0008696,Cash on Delivery,2232.7
ORD0008697,Net Banking,6808.87
ORD0008698,Net Banking,2075.8199999999997
ORD0008699,Cash on Delivery,1392.81
ORD0008700,Net Banking,3116.61
ORD0008701,Wallet,1445.2199999999998
ORD0008702,UPI,2951.48
ORD0008703,UPI,1841.4099999999999
ORD0008704,Cash on Delivery,654.6
ORD0008705,UPI,1915.3899999999999
ORD0008706,Cash on Delivery,5046.15
ORD0008707,Cash on Delivery,1430.7
ORD0008708,Wallet,3530.66
ORD0008709,Cash on Delivery,450.86
ORD0008710,Cash on Delivery,2399.85
ORD0008711,Wallet,4675.490000000001
ORD0008712,Cash on Delivery,174.02
ORD0008713,Card,1158.15
ORD0008714,Cash on Delivery,944.65
ORD0008715,UPI,252.95
ORD0008716,Cash on Delivery,521.26
ORD0008717,UPI,1084.85
ORD0008718,Cash on Delivery,2772.32
ORD0008719,Card,1227.18
ORD0008720,UPI,228.89
ORD0008721,UPI,1020.85
ORD0008722,UPI,450.9
ORD0008723,Cash on Delivery,773.77
ORD0008724,UPI,2316.3
ORD0008725,Cash on Delivery,1041.31
ORD0008726,UPI,610.04
ORD0008727,UPI,758.02
ORD0008728,UPI,1593.46
ORD0008729,UPI,1368.47
ORD0008730,UPI,553.06
ORD0008731,Cash on Delivery,1778.66
ORD0008732,UPI,324.51
ORD0008733,Cash on Delivery,2233.85
ORD0008734,Wallet,1357.1
ORD0008735,Card,823.87
ORD0008736,Cash on Delivery,1831.66
ORD0008737,Cash on Delivery,476.67
ORD0008738,UPI,1220.05
ORD0008739,Cash on Delivery,2909.52
ORD0008740,UPI,1840.9699999999998
ORD0008741,UPI,3864.4
ORD0008742,Cash on Delivery,1819.09
ORD0008743,UPI,2577.73
ORD0008744,UPI,2586.56
ORD0008745,UPI,2690.88
ORD0008746,Card,973.53
ORD0008747,UPI,1177.99
ORD0008748,UPI,1533.22
ORD0008749,Cash on Delivery,188.1
ORD0008750,Cash on Delivery,558.63
ORD0008751,Wallet,2509.49
ORD0008752,UPI,592.53
ORD0008753,UPI,3449.9700000000003
ORD0008754,Cash on Delivery,4095.13
ORD0008755,UPI,1795.86
ORD0008756,Card,714.32
ORD0008757,Wallet,619.29
ORD0008758,Cash on Delivery,422.5
ORD0008759,UPI,4896.08
ORD0008760,Card,556.91
ORD0008761,Wallet,1293.28
ORD0008762,UPI,3348.7200000000003
ORD0008763,Card,776.82
ORD0008764,Card,2375.2
ORD0008765,UPI,4212.98
ORD0008766,Wallet,1062.03
ORD0008767,Card,802.56
ORD0008768,Card,360.06
ORD0008769,Cash on Delivery,1316.22
ORD0008770,Wallet,2921.75
ORD0008771,Cash on Delivery,4516.79
ORD0008772,Net Banking,3188.1299999999997
ORD0008773,Cash on Delivery,305.2
ORD0008774,UPI,1518.3400000000001
ORD0008775,Card,195.74
ORD0008776,UPI,1693.37
ORD0008777,UPI,1575.75
ORD0008778,Card,1333.61
ORD0008779,UPI,2680.08
ORD0008780,UPI,2008.83
ORD0008781,UPI,982.65
ORD0008782,UPI,830.09
ORD0008783,UPI,1803.1299999999999
ORD0008784,Card,2093.84
ORD0008785,Card,8455.97
ORD0008786,UPI,2038.58
ORD0008787,Card,335.75
ORD0008788,Card,2253.09
ORD0008789,UPI,2687.24
ORD0008790,UPI,2436.83
ORD0008791,Cash on Delivery,2233.58
ORD0008792,Net Banking,1454.76
ORD0008793,Wallet,931.24
ORD0008794,Net Banking,980.56
ORD0008795,Cash on Delivery,1408.76
ORD0008796,Wallet,576.17
ORD0008797,Cash on Delivery,1356.3600000000001
ORD0008798,Wallet,6258.33
ORD0008799,Wallet,460.53
ORD0008800,Cash on Delivery,595.25
ORD0008801,Card,1430.82
ORD0008802,Card,843.96
ORD0008803,Net Banking,1079.52
ORD0008804,UPI,843.7199999999999
ORD0008805,Cash on Delivery,3227.08
ORD0008806,Wallet,367.52
ORD0008807,UPI,2607.8
ORD0008808,UPI,647.9
ORD0008809,UPI,863.66
ORD0008810,Card,802.56
ORD0008811,UPI,262.57
ORD0008812,Card,589.12
ORD0008813,UPI,2913.37
ORD0008814,UPI,4362.17
ORD0008815,UPI,1837.5
ORD0008816,UPI,677.48
ORD0008817,UPI,2146.63
ORD0008818,UPI,1301.6
ORD0008819,UPI,366.95
ORD0008820,Cash on Delivery,780.28
ORD0008821,Cash on Delivery,652.93
ORD0008822,UPI,902.5699999999999
ORD0008823,UPI,2935.39
ORD0008824,Wallet,1136.78
ORD0008825,UPI,409.13
ORD0008826,Net Banking,870.78
ORD0008827,UPI,470.56
ORD0008828,Cash on Delivery,1848.07
ORD0008829,UPI,344.09
ORD0008830,Card,604.22
ORD0008831,Wallet,718.31
ORD0008832,UPI,752.48
ORD0008833,Net Banking,361.88
ORD0008834,Cash on Delivery,261.07
ORD0008835,Wallet,3903.12
ORD0008836,Cash on Delivery,515.24
ORD0008837,Wallet,2029.0
ORD0008838,Cash on Delivery,330.09
ORD0008839,UPI,1205.32
ORD0008840,Card,1326.3700000000001
ORD0008841,Wallet,1108.07
ORD0008842,UPI,307.88
ORD0008843,Cash on Delivery,1464.66
ORD0008844,Cash on Delivery,2503.42
ORD0008845,UPI,423.9
ORD0008846,Wallet,589.98
ORD0008847,Cash on Delivery,493.20000000000005
ORD0008848,UPI,711.9
ORD0008849,UPI,5263.38
ORD0008850,Wallet,2977.28
ORD0008851,Cash on Delivery,2007.39
ORD0008852,Card,1954.54
ORD0008853,UPI,482.13
ORD0008854,UPI,508.07
ORD0008855,Wallet,1289.7
ORD0008856,UPI,449.14
ORD0008857,Card,545.73
ORD0008858,Card,724.41
ORD0008859,Cash on Delivery,1397.67
ORD0008860,UPI,1637.58
ORD0008861,Card,4423.98
ORD0008862,UPI,897.94
ORD0008863,UPI,332.59
ORD0008864,Wallet,1460.97
ORD0008865,UPI,673.36
ORD0008866,UPI,2092.79
ORD0008867,Card,705.39
ORD0008868,Wallet,1084.67
ORD0008869,Wallet,366.44
ORD0008870,UPI,235.48
ORD0008871,Wallet,710.46
ORD0008872,Wallet,641.66
ORD0008873,Wallet,6031.34
ORD0008874,UPI,2713.24
ORD0008875,UPI,389.74
ORD0008876,Net Banking,1294.47
ORD0008877,UPI,2477.29
ORD0008878,UPI,399.27
ORD0008879,Cash on Delivery,2444.1
ORD0008880,Cash on Delivery,1477.8899999999999
ORD0008881,Cash on Delivery,1339.1
ORD0008882,Net Banking,1366.52
ORD0008883,Net Banking,2121.71
ORD0008884,Wallet,740.64
ORD0008885,Cash on Delivery,1158.01
ORD0008886,UPI,3351.29
ORD0008887,UPI,374.49
ORD0008888,Card,1093.48
ORD0008889,Wallet,380.65
ORD0008890,UPI,1307.99
ORD0008891,Net Banking,3465.33
ORD0008892,UPI,1317.7
ORD0008893,Cash on Delivery,1831.14
ORD0008894,UPI,4553.65
ORD0008895,Card,1108.6599999999999
ORD0008896,Wallet,748.85
ORD0008897,UPI,2474.75
ORD0008898,Cash on Delivery,1183.01
ORD0008899,Cash on Delivery,2655.13
ORD0008900,Card,182.43
ORD0008901,UPI,785.82
ORD0008902,Card,1894.21
ORD0008903,Cash on Delivery,2907.75
ORD0008904,UPI,619.29
ORD0008905,Card,1273.58
ORD0008906,Cash on Delivery,2926.0299999999997
ORD0008907,Net Banking,3554.84
ORD0008908,Cash on Delivery,2359.12
ORD0008909,Cash on Delivery,1801.74
ORD0008910,UPI,265.22
ORD0008911,UPI,612.07
ORD0008912,UPI,2253.09
ORD0008913,Wallet,132.97
ORD0008914,UPI,257.35
ORD0008915,Card,808.2
ORD0008916,Cash on Delivery,1732.61
ORD0008917,UPI,372.42
ORD0008918,Wallet,889.88
ORD0008919,Cash on Delivery,1315.71
ORD0008920,Cash on Delivery,1058.38
ORD0008921,Wallet,927.16
ORD0008922,Cash on Delivery,2276.92
ORD0008923,Card,2539.13
ORD0008924,Cash on Delivery,2095.94
ORD0008925,Cash on Delivery,1800.5500000000002
ORD0008926,UPI,602.53
ORD0008927,Card,810.4
ORD0008928,Card,6051.55
ORD0008929,Cash on Delivery,739.37
ORD0008930,UPI,992.36
ORD0008931,Cash on Delivery,1071.88
ORD0008932,UPI,448.06
ORD0008933,Cash on Delivery,828.98
ORD0008934,Net Banking,887.96
ORD0008935,Card,1865.25
ORD0008936,Cash on Delivery,3496.26
ORD0008937,UPI,5375.19
ORD0008938,Card,1857.84
ORD0008939,UPI,236.67
ORD0008940,UPI,3082.51
ORD0008941,Wallet,2615.66
ORD0008942,UPI,2082.01
ORD0008943,Cash on Delivery,255.36
ORD0008944,UPI,928.88
ORD0008945,Wallet,3067.61
ORD0008946,UPI,2248.6
ORD0008947,UPI,1947.3000000000002
ORD0008948,Cash on Delivery,2590.96
ORD0008949,Cash on Delivery,712.51
ORD0008950,Card,1187.7
ORD0008951,UPI,370.88
ORD0008952,UPI,180.94
ORD0008953,Card,1281.02
ORD0008954,UPI,2692.8
ORD0008955,Cash on Delivery,2438.8
ORD0008956,UPI,1211.1200000000001
ORD0008957,UPI,952.32
ORD0008958,UPI,891.03
ORD0008959,Cash on Delivery,1791.09
ORD0008960,Card,1077.73
ORD0008961,UPI,2076.16
ORD0008962,Net Banking,410.16
ORD0008963,Cash on Delivery,720.76
ORD0008964,Wallet,1496.86
ORD0008965,Card,1956.31
ORD0008966,UPI,3251.2799999999997
ORD0008967,Card,804.44
ORD0008968,Wallet,588.88
ORD0008969,Wallet,1928.3999999999999
ORD0008970,UPI,1164.95
ORD0008971,UPI,1158.15
ORD0008972,UPI,1444.76
ORD0008973,UPI,297.53
ORD0008974,Wallet,2207.18
ORD0008975,UPI,264.37
ORD0008976,Net Banking,1118.97
ORD0008977,Net Banking,527.54
ORD0008978,UPI,950.85
ORD0008979,UPI,511.43
ORD0008980,UPI,271.69
ORD0008981,UPI,7726.97
ORD0008982,Wallet,3785.0
ORD0008983,UPI,2610.77
ORD0008984,Cash on Delivery,4244.2699999999995
ORD0008985,UPI,857.67
ORD0008986,UPI,2146.77
ORD0008987,Cash on Delivery,640.23
ORD0008988,Cash on Delivery,277.44
ORD0008989,Cash on Delivery,2690.76
ORD0008990,Net Banking,849.95
ORD0008991,Cash on Delivery,382.13
ORD0008992,Cash on Delivery,515.24
ORD0008993,Card,1551.79
ORD0008994,UPI,855.49
ORD0008995,UPI,489.91
ORD0008996,Cash on Delivery,1294.76
ORD0008997,Cash on Delivery,3515.0299999999997
ORD0008998,Card,1224.14
ORD0008999,UPI,593.7
ORD0009000,UPI,1024.45
ORD0009001,UPI,3028.65
ORD0009002,Cash on Delivery,862.18
ORD0009003,Cash on Delivery,1654.41
ORD0009004,UPI,1700.33
ORD0009005,UPI,6800.719999999999
ORD0009006,Cash on Delivery,2155.2599999999998
ORD0009007,Net Banking,1451.58
ORD0009008,Wallet,2470.81
ORD0009009,Wallet,1851.0300000000002
ORD0009010,Net Banking,2505.22
ORD0009011,UPI,943.46
ORD0009012,Card,702.43
ORD0009013,UPI,1584.72
ORD0009014,Card,4454.16
ORD0009015,UPI,681.08
ORD0009016,Cash on Delivery,305.53
ORD0009017,Card,5317.92
ORD0009018,Cash on Delivery,1554.9099999999999
ORD0009019,UPI,169.62
ORD0009020,Card,183.22
ORD0009021,UPI,511.71
ORD0009022,UPI,1831.66
ORD0009023,UPI,1815.7
ORD0009024,UPI,667.12
ORD0009025,Cash on Delivery,2176.7
ORD0009026,Net Banking,804.49
ORD0009027,UPI,3048.2599999999998
ORD0009028,Card,382.13
ORD0009029,Cash on Delivery,841.75
ORD0009030,UPI,2453.5
ORD0009031,UPI,633.17
ORD0009032,Cash on Delivery,5827.969999999999
ORD0009033,Card,904.93
ORD0009034,Wallet,2887.63
ORD0009035,Cash on Delivery,3463.86
ORD0009036,UPI,4088.73
ORD0009037,Cash on Delivery,3723.06
ORD0009038,Card,1134.99
ORD0009039,UPI,848.89
ORD0009040,Cash on Delivery,2881.38
ORD0009041,Card,3450.16
ORD0009042,UPI,4219.99
ORD0009043,Cash on Delivery,1641.51
ORD0009044,Cash on Delivery,1385.6599999999999
ORD0009045,UPI,583.82
ORD0009046,Card,195.59
ORD0009047,UPI,504.88
ORD0009048,UPI,574.74
ORD0009049,UPI,2098.7
ORD0009050,UPI,994.31
ORD0009051,Card,5073.1
ORD0009052,Cash on Delivery,1648.58
ORD0009053,UPI,259.68
ORD0009054,Cash on Delivery,638.23
ORD0009055,Cash on Delivery,1526.86
ORD0009056,Wallet,1419.23
ORD0009057,Wallet,1904.61
ORD0009058,Card,2529.44
ORD0009059,UPI,468.72
ORD0009060,Card,1499.28
ORD0009061,Net Banking,728.8
ORD0009062,UPI,1740.06
ORD0009063,Wallet,1006.04
ORD0009064,UPI,1130.03
ORD0009065,Wallet,998.81
ORD0009066,UPI,6646.299999999999
ORD0009067,Cash on Delivery,424.11
ORD0009068,Cash on Delivery,2248.6
ORD0009069,UPI,3566.31
ORD0009070,Cash on Delivery,188.66
ORD0009071,Card,419.65
ORD0009072,Wallet,845.15
ORD0009073,Cash on Delivery,2005.88
ORD0009074,UPI,1939.68
ORD0009075,UPI,3340.85
ORD0009076,Wallet,372.45
ORD0009077,Net Banking,3939.29
ORD0009078,UPI,1381.59
ORD0009079,Cash on Delivery,1648.02
ORD0009080,Wallet,482.46
ORD0009081,UPI,3390.9300000000003
ORD0009082,UPI,378.53
ORD0009083,UPI,1690.03
ORD0009084,UPI,1576.92
ORD0009085,Wallet,2174.23
ORD0009086,Card,777.88
ORD0009087,Card,3392.49
ORD0009088,UPI,1651.81
ORD0009089,UPI,2526.39
ORD0009090,Cash on Delivery,1068.82
ORD0009091,UPI,556.03
ORD0009092,Wallet,5648.9400000000005
ORD0009093,UPI,2595.91
ORD0009094,Cash on Delivery,425.03
ORD0009095,Net Banking,1867.0800000000002
ORD0009096,UPI,1149.73
ORD0009097,Cash on Delivery,2127.52
ORD0009098,Cash on Delivery,5550.67
ORD0009099,UPI,1900.14
ORD0009100,Cash on Delivery,1420.51
ORD0009101,Card,3530.11
ORD0009102,Cash on Delivery,358.76
ORD0009103,Cash on Delivery,2654.52
ORD0009104,Cash on Delivery,2211.99
ORD0009105,Wallet,1054.45
ORD0009106,UPI,1090.73
ORD0009107,Cash on Delivery,1252.45
ORD0009108,UPI,1140.51
ORD0009109,Card,2498.34
ORD0009110,UPI,722.98
ORD0009111,UPI,2008.83
ORD0009112,UPI,1262.6
ORD0009113,Card,3179.5699999999997
ORD0009114,UPI,1954.0500000000002
ORD0009115,Cash on Delivery,203.79
ORD0009116,UPI,2635.94
ORD0009117,Cash on Delivery,1812.84
ORD0009118,UPI,1947.21
ORD0009119,Card,2099.84
ORD0009120,Cash on Delivery,990.34
ORD0009121,UPI,2643.96
ORD0009122,Cash on Delivery,489.46
ORD0009123,Cash on Delivery,462.03
ORD0009124,Wallet,672.0799999999999
ORD0009125,Net Banking,1799.46
ORD0009126,Card,2185.13
ORD0009127,Cash on Delivery,761.97
ORD0009128,Wallet,5133.93
ORD0009129,Cash on Delivery,3796.7599999999998
ORD0009130,Card,158.79
ORD0009131,Cash on Delivery,2444.02
ORD0009132,Card,730.36
ORD0009133,Net Banking,920.25
ORD0009134,Cash on Delivery,943.46
ORD0009135,Cash on Delivery,1745.25
ORD0009136,UPI,1327.37
ORD0009137,UPI,1295.48
ORD0009138,UPI,2306.62
ORD0009139,Net Banking,3188.84
ORD0009140,UPI,704.53
ORD0009141,UPI,2722.6
ORD0009142,Net Banking,891.01
ORD0009143,UPI,1971.23
ORD0009144,UPI,3679.86
ORD0009145,UPI,1132.18
ORD0009146,UPI,131.63
ORD0009147,UPI,328.04
ORD0009148,Wallet,194.65
ORD0009149,Cash on Delivery,352.62
ORD0009150,UPI,198.8
ORD0009151,Wallet,796.81
ORD0009152,Cash on Delivery,1883.18
ORD0009153,UPI,1660.18
ORD0009154,UPI,733.46
ORD0009155,UPI,699.46
ORD0009156,Wallet,2331.52
ORD0009157,Wallet,3206.51
ORD0009158,UPI,1654.67
ORD0009159,Wallet,1427.27
ORD0009160,Cash on Delivery,449.88
ORD0009161,UPI,2647.9
ORD0009162,UPI,813.27
ORD0009163,Card,593.7
ORD0009164,UPI,2066.5299999999997
ORD0009165,Cash on Delivery,721.34
ORD0009166,Cash on Delivery,916.6
ORD0009167,Cash on Delivery,819.26
ORD0009168,UPI,1696.84
ORD0009169,UPI,1992.17
ORD0009170,UPI,7620.16
ORD0009171,Card,2806.84
ORD0009172,Net Banking,2435.26
ORD0009173,UPI,1055.08
ORD0009174,UPI,635.7
ORD0009175,UPI,592.38
ORD0009176,Cash on Delivery,1147.9
ORD0009177,Card,3109.77
ORD0009178,Wallet,808.2
ORD0009179,Cash on Delivery,2456.2799999999997
ORD0009180,Net Banking,3364.0699999999997
ORD0009181,UPI,4067.22
ORD0009182,UPI,3822.88
ORD0009183,Net Banking,6536.23
ORD0009184,Wallet,2365.83
ORD0009185,Card,314.64
ORD0009186,UPI,309.25
ORD0009187,UPI,281.24
ORD0009188,UPI,810.12
ORD0009189,Card,2274.6900000000005
ORD0009190,UPI,3569.4799999999996
ORD0009191,UPI,459.8
ORD0009192,Net Banking,971.5500000000001
ORD0009193,Card,486.39
ORD0009194,Card,1143.44
ORD0009195,UPI,2119.61
ORD0009196,UPI,1329.42
ORD0009197,Wallet,2403.91
ORD0009198,Wallet,835.93
ORD0009199,Cash on Delivery,1387.56
ORD0009200,UPI,307.27
ORD0009201,Card,3878.1400000000003
ORD0009202,Net Banking,858.86
ORD0009203,Cash on Delivery,352.74
ORD0009204,Wallet,3044.58
ORD0009205,UPI,1415.07
ORD0009206,Wallet,1636.95
ORD0009207,UPI,721.34
ORD0009208,UPI,2573.84
ORD0009209,Card,829.59
ORD0009210,UPI,2168.97
ORD0009211,UPI,4985.47
ORD0009212,UPI,2957.1499999999996
ORD0009213,Wallet,3332.63
ORD0009214,Cash on Delivery,566.09
ORD0009215,UPI,1208.8600000000001
ORD0009216,Cash on Delivery,3443.62
ORD0009217,UPI,522.18
ORD0009218,UPI,2541.94
ORD0009219,Cash on Delivery,1843.25
ORD0009220,UPI,552.5
ORD0009221,Card,850.87
ORD0009222,Cash on Delivery,819.26
ORD0009223,UPI,1606.2800000000002
ORD0009224,Cash on Delivery,1961.11
ORD0009225,UPI,186.4
ORD0009226,UPI,715.28
ORD0009227,Card,2326.29
ORD0009228,Cash on Delivery,2429.29
ORD0009229,Wallet,2984.9
ORD0009230,Wallet,1909.23
ORD0009231,UPI,1074.31
ORD0009232,Wallet,2172.32
ORD0009233,Cash on Delivery,386.73
ORD0009234,UPI,801.38
ORD0009235,UPI,1400.83
ORD0009236,Cash on Delivery,1675.88
ORD0009237,Cash on Delivery,2964.02
ORD0009238,UPI,319.48
ORD0009239,UPI,6213.75
ORD0009240,Card,626.31
ORD0009241,Cash on Delivery,7013.34
ORD0009242,Cash on Delivery,4332.7
ORD0009243,Net Banking,7354.07
ORD0009244,UPI,3879.49
ORD0009245,Wallet,654.2
ORD0009246,Card,188.14
ORD0009247,Cash on Delivery,1647.72
ORD0009248,Wallet,1968.64
ORD0009249,Wallet,1262.41
ORD0009250,UPI,1082.63
ORD0009251,UPI,1780.51
ORD0009252,UPI,945.22
ORD0009253,UPI,784.16
ORD0009254,Wallet,394.89
ORD0009255,Cash on Delivery,1819.1599999999999
ORD0009256,Cash on Delivery,4200.91
ORD0009257,Cash on Delivery,683.5
ORD0009258,Net Banking,1856.4299999999998
ORD0009259,Cash on Delivery,486.39
ORD0009260,Card,2046.06
ORD0009261,Cash on Delivery,730.1
ORD0009262,UPI,174.06
ORD0009263,Cash on Delivery,1208.87
ORD0009264,UPI,850.02
ORD0009265,Wallet,1756.03
ORD0009266,UPI,260.11
ORD0009267,UPI,1644.81
ORD0009268,Cash on Delivery,1257.2
ORD0009269,UPI,3199.31
ORD0009270,UPI,1190.5
ORD0009271,Wallet,878.93
ORD0009272,Net Banking,3217.22
ORD0009273,UPI,2204.73
ORD0009274,Net Banking,1639.72
ORD0009275,Card,85.63
ORD0009276,Card,1546.48
ORD0009277,UPI,447.98
ORD0009278,UPI,440.01
ORD0009279,Card,577.49
ORD0009280,Wallet,554.5699999999999
ORD0009281,Cash on Delivery,6286.55
ORD0009282,UPI,167.28
ORD0009283,UPI,2176.87
ORD0009284,UPI,2307.5
ORD0009285,UPI,2169.33
ORD0009286,UPI,2800.88
ORD0009287,UPI,1962.75
ORD0009288,UPI,776.82
ORD0009289,Card,2294.34
ORD0009290,UPI,7393.47
ORD0009291,Cash on Delivery,2623.94
ORD0009292,Card,1198.94
ORD0009293,Cash on Delivery,184.61
ORD0009294,UPI,2126.38
ORD0009295,Net Banking,344.47
ORD0009296,Cash on Delivery,1309.5
ORD0009297,UPI,1977.9299999999998
ORD0009298,Cash on Delivery,2625.67
ORD0009299,UPI,2542.73
ORD0009300,Cash on Delivery,1814.2400000000002
ORD0009301,UPI,982.59
ORD0009302,Cash on Delivery,2188.34
ORD0009303,Cash on Delivery,3035.2200000000003
ORD0009304,UPI,1232.36
ORD0009305,Cash on Delivery,921.97
ORD0009306,UPI,1790.2199999999998
ORD0009307,UPI,295.27
ORD0009308,Net Banking,2294.42
ORD0009309,UPI,4866.889999999999
ORD0009310,Cash on Delivery,805.07
ORD0009311,Net Banking,369.11
ORD0009312,UPI,1103.25
ORD0009313,UPI,1286.92
ORD0009314,Cash on Delivery,414.49
ORD0009315,Net Banking,776.82
ORD0009316,UPI,1182.95
ORD0009317,Card,1378.76
ORD0009318,Net Banking,1180.4099999999999
ORD0009319,UPI,1801.76
ORD0009320,Cash on Delivery,2490.27
ORD0009321,UPI,662.1
ORD0009322,UPI,468.27
ORD0009323,UPI,5485.24
ORD0009324,Wallet,5706.5
ORD0009325,UPI,788.61
ORD0009326,Cash on Delivery,198.36
ORD0009327,Card,469.17
ORD0009328,Net Banking,3063.8199999999997
ORD0009329,UPI,2768.73
ORD0009330,Cash on Delivery,2670.87
ORD0009331,UPI,5064.08
ORD0009332,Wallet,1829.62
